Date,Price
7/17/10,0.04951
7/18/10,0.077975
7/19/10,0.0867925
7/20/10,0.077999375
7/21/10,0.0704631666666667
7/22/10,0.064120380952381
7/23/10,0.0617804
7/24/10,0.0558145833333333
7/25/10,0.0549116369047619
7/26/10,0.0526589285714286
7/27/10,0.0583944099378882
7/28/10,0.0577125
7/29/10,0.061484076318743
7/30/10,0.0652559656084656
7/31/10,0.0620767356601732
8/1/10,0.06065
8/2/10,0.0615044166666667
8/3/10,0.0613314891518738
8/4/10,0.0607407407407407
8/5/10,0.0600678571428571
8/6/10,0.0619958333333333
8/7/10,0.0605570634920635
8/8/10,0.0601222222222222
8/9/10,0.0649619436845753
8/10/10,0.0692992708333333
8/11/10,0.0690642789983165
8/12/10,0.0673237777777778
8/13/10,0.0655544444444444
8/14/10,0.0665195238095238
8/15/10,0.0657010303030303
8/16/10,0.0652125274725275
8/17/10,0.066713782051282
8/18/10,0.0693439583333333
8/19/10,0.0673875
8/20/10,0.0659214285714286
8/21/10,0.0655164166666667
8/22/10,0.0635046637426901
8/23/10,0.0649468315789474
8/24/10,0.0656927272727273
8/25/10,0.0653193148148148
8/26/10,0.0646625
8/27/10,0.0643843939393939
8/28/10,0.0647159972297603
8/29/10,0.0643944444444444
8/30/10,0.0630321625
8/31/10,0.0629884175084175
9/1/10,0.0609238531746032
9/2/10,0.0610822222222222
9/3/10,0.0617583333333333
9/4/10,0.0614654166666667
9/5/10,0.0620192142857143
9/6/10,0.0618
9/7/10,0.0613558333333333
9/8/10,0.0611658333333333
9/9/10,0.0614734259259259
9/10/10,0.0608153571428572
9/11/10,0.0627157953216374
9/12/10,0.0617427777777778
9/13/10,0.061796852124183
9/14/10,0.0643033067599068
9/15/10,0.0611545238095238
9/16/10,0.06185
9/17/10,0.0605372443181818
9/18/10,0.06033725
9/19/10,0.0619072222222222
9/20/10,0.0624961
9/21/10,0.062842
9/22/10,0.0621250868055556
9/23/10,0.0622643619047619
9/24/10,0.0622075
9/25/10,0.0620177222222222
9/26/10,0.0620782
9/27/10,0.0620961190476191
9/28/10,0.0619452692307692
9/29/10,0.0618402063492064
9/30/10,0.0617435
10/1/10,0.061949625
10/2/10,0.0614555567765568
10/3/10,0.0612661706349206
10/4/10,0.0611679570707071
10/5/10,0.0615253546146664
10/6/10,0.0627731511604338
10/7/10,0.0639168426767677
10/8/10,0.0766064320593149
10/9/10,0.0848919999846367
10/10/10,0.0965601812479635
10/11/10,0.0952570833333333
10/12/10,0.0916658131868132
10/13/10,0.0957544168915879
10/14/10,0.0999358484848485
10/15/10,0.101586772727273
10/16/10,0.10160875
10/17/10,0.102555625
10/18/10,0.101677916666667
10/19/10,0.100031666666667
10/20/10,0.0976513571428571
10/21/10,0.101222975468975
10/22/10,0.104814212962963
10/23/10,0.108266
10/24/10,0.122845207100592
10/25/10,0.129758758038258
10/26/10,0.155571296296296
10/27/10,0.174800798611111
10/28/10,0.184635535714286
10/29/10,0.184250017825312
10/30/10,0.190312937062937
10/31/10,0.194477833333333
11/1/10,0.190865131944444
11/2/10,0.192794166666667
11/3/10,0.182128746438109
11/4/10,0.209004272321429
11/5/10,0.235413830409357
11/6/10,0.273455544507576
11/7/10,0.360887238542262
11/8/10,0.318959343022678
11/9/10,0.259081304841912
11/10/10,0.199789636121115
11/11/10,0.226281349206349
11/12/10,0.246181354166667
11/13/10,0.278784245478036
11/14/10,0.279193949829932
11/15/10,0.277875018939394
11/16/10,0.2532865728968
11/17/10,0.250219644957983
11/18/10,0.252725188259109
11/19/10,0.271807986111111
11/20/10,0.27760704004329
11/21/10,0.277389722222222
11/22/10,0.278820327160494
11/23/10,0.281924131944444
11/24/10,0.280920714285714
11/25/10,0.280703234265734
11/26/10,0.281566967077659
11/27/10,0.283018
11/28/10,0.278603356374808
11/29/10,0.257021996254372
11/30/10,0.21560858974359
12/1/10,0.218453645833333
12/2/10,0.236248708554712
12/3/10,0.247538051282051
12/4/10,0.240582560541311
12/5/10,0.211903487292278
12/6/10,0.198891622574956
12/7/10,0.209060000186741
12/8/10,0.230834487179487
12/9/10,0.205413254102148
12/10/10,0.193684599206349
12/11/10,0.220089917857143
12/12/10,0.216962420634921
12/13/10,0.220406325757576
12/14/10,0.228455634920635
12/15/10,0.241676706349206
12/16/10,0.239433428571429
12/17/10,0.24575
12/18/10,0.246809583333333
12/19/10,0.24494
12/20/10,0.255333391577061
12/21/10,0.258175608465608
12/22/10,0.248333333333333
12/23/10,0.248364136363636
12/24/10,0.249031130952381
12/25/10,0.249020833333333
12/26/10,0.255321773989899
12/27/10,0.25761375
12/28/10,0.269986880952381
12/29/10,0.289799326007326
12/30/10,0.29525
12/31/10,0.297021060606061
1/1/11,0.296797142857143
1/2/11,0.296844111111111
1/3/11,0.293518285714286
1/4/11,0.294909333333333
1/5/11,0.295644583333333
1/6/11,0.297093939393939
1/7/11,0.313282329448329
1/8/11,0.315294814814815
1/9/11,0.322948571428571
1/10/11,0.3258617
1/11/11,0.325951454545455
1/12/11,0.332628181818182
1/13/11,0.36749500308642
1/14/11,0.374282448540707
1/15/11,0.3918655
1/16/11,0.393679111111111
1/17/11,0.379065666666667
1/18/11,0.334208256802721
1/19/11,0.31126621031746
1/20/11,0.341614831178161
1/21/11,0.392093122294372
1/22/11,0.420443344871795
1/23/11,0.437078366666667
1/24/11,0.410201719368351
1/25/11,0.416309471153846
1/26/11,0.409959475108225
1/27/11,0.414832218992248
1/28/11,0.431728095238095
1/29/11,0.4410525
1/30/11,0.463157294871795
1/31/11,0.502156346354167
2/1/11,0.676389111324348
2/2/11,0.726566877645503
2/3/11,0.713540789885425
2/4/11,0.772230316347262
2/5/11,0.876256805637544
2/6/11,0.895176513499828
2/7/11,0.872726934343434
2/8/11,0.893953927248677
2/9/11,0.929917166685745
2/10/11,1.03340975492978
2/11/11,0.981385991958354
2/12/11,1.03972164285714
2/13/11,1.04489584478022
2/14/11,1.05922842781228
2/15/11,1.050393361678
2/16/11,1.04001615181115
2/17/11,1.04612029887821
2/18/11,0.999096403711389
2/19/11,0.932103183005266
2/20/11,0.868509990476191
2/21/11,0.85069296875
2/22/11,0.863103983554028
2/23/11,0.906506158730159
2/24/11,0.946226624058041
2/25/11,0.967492822353861
2/26/11,0.942570032051282
2/27/11,0.938741646616541
2/28/11,0.894442652802951
3/1/11,0.920692827803994
3/2/11,0.923957688888889
3/3/11,0.930466804761905
3/4/11,0.914785087962963
3/5/11,0.906365839822302
3/6/11,0.847645136666201
3/7/11,0.874441394603223
3/8/11,0.87233937414966
3/9/11,0.85964908452381
3/10/11,0.866459253367003
3/11/11,0.895063488888889
3/12/11,0.899233704613095
3/13/11,0.901979236111111
3/14/11,0.890197521008403
3/15/11,0.883136852678571
3/16/11,0.861111015476191
3/17/11,0.839926173570984
3/18/11,0.809374099214481
3/19/11,0.761975096491228
3/20/11,0.770942165266106
3/21/11,0.753175369312169
3/22/11,0.778873787754232
3/23/11,0.832447974478912
3/24/11,0.854579193897972
3/25/11,0.877179635215794
3/26/11,0.868289643972189
3/27/11,0.845921389266818
3/28/11,0.807469053865373
3/29/11,0.788861263340826
3/30/11,0.78692327294197
3/31/11,0.789264499396135
4/1/11,0.781967938746439
4/2/11,0.787505304507662
4/3/11,0.782296835633117
4/4/11,0.694327223169755
4/5/11,0.658011999011808
4/6/11,0.716476400068708
4/7/11,0.753936006923313
4/8/11,0.7653726365389
4/9/11,0.74822192239011
4/10/11,0.741679889626026
4/11/11,0.760195439451417
4/12/11,0.840142363215195
4/13/11,0.918875086511366
4/14/11,0.934583571014437
4/15/11,1.01302823588361
4/16/11,1.03025698173677
4/17/11,1.04852904730394
4/18/11,1.14668417551971
4/19/11,1.17474539117805
4/20/11,1.16517445618031
4/21/11,1.1661755846305
4/22/11,1.27291251073906
4/23/11,1.46751524619949
4/24/11,1.68069551342868
4/25/11,1.59241939040025
4/26/11,1.63516628333763
4/27/11,1.85428021370404
4/28/11,1.99924948341412
4/29/11,2.48491321802892
4/30/11,3.13992144417744
5/1/11,3.3277330340218
5/2/11,3.18833216593906
5/3/11,3.28514838960992
5/4/11,3.39629159216417
5/5/11,3.41034633235976
5/6/11,3.47485376851859
5/7/11,3.56078576992078
5/8/11,3.75456205958252
5/9/11,3.8095241117566
5/10/11,4.65935952048244
5/11/11,5.59242453758886
5/12/11,5.63411709963751
5/13/11,7.45550181020755
5/14/11,8.23834719667998
5/15/11,6.67879715778819
5/16/11,7.68402490706336
